TransactionID,CustomerID,CustomerName,CustomerDOB,CustAccountBalance,LoanAmount,CustomerEmail,CustLocation,TotalAmountPaid,LoanDuration,LoanRate,LoanSanctDate,LastCycleDate,IssuerBank,LoanEndDate,RemainingLoan
5401673,504424,Tanya Varkey,24-05-1987,660649,3817405,tanya.varkey@gmail.com,Punjab,414094,10,6.9,17-02-2019,07-03-2022,PNB,14-02-2029,3403311
5401674,425998,Purab Varty,03-06-1983,889919,2638428,purab.varty@gmail.com,Uttar Pradesh,211326,20,6.5,07-05-2020,01-03-2022,AXIS,02-05-2040,2427102
5401675,571566,Riya Choudhary,07-02-1983,549171,2250712,riya.choudhary@gmail.com,Kerala,339310,15,6.9,26-03-2020,15-03-2022,HDFC,23-03-2035,1911402
5401676,578533,Emir Dhar,15-03-1992,485277,3446404,emir.dhar@gmail.com,Haryana,681388,5,6.8,04-12-2019,21-03-2022,AXIS,02-12-2024,2765016
5401677,425730,Lavanya Kohli,20-11-1990,195489,3334467,lavanya.kohli@gmail.com,Uttarakhand,423312,10,6.9,11-03-2021,15-03-2022,CITI,09-03-2031,2911155
5401678,422836,Prisha Seth,13-10-1991,103989,4353826,prisha.seth@gmail.com,Telangana,618948,10,7.5,11-02-2021,15-03-2022,CITI,09-02-2031,3734878
5401679,454369,Ela Dixit,18-12-1992,983987,4984325,ela.dixit@gmail.com,Arunachal Pradesh,250037,5,7.5,13-10-2020,21-03-2022,IDBI,12-10-2025,4734288
5401680,416703,Aaina Garg,24-09-1982,346399,4553963,aaina.garg@gmail.com,Rajasthan,313753,20,8.1,25-01-2019,15-03-2022,SBI,20-01-2039,4240210
5401681,462147,Nirvi Lal,23-01-1988,492534,1500065,nirvi.lal@gmail.com,Jharkhand,747342,20,7.1,05-09-2020,01-03-2022,SBI,31-08-2040,752723
5401682,545397,Dishani Sen,18-08-1989,278349,4847469,dishani.sen@gmail.com,Maharashtra,191650,5,5.8,01-11-2020,21-03-2022,CITI,31-10-2025,4655819
5401683,405720,Emir Barad,22-01-1994,906647,3934026,emir.barad@gmail.com,Madhya Pradesh,389969,5,6.4,30-08-2020,01-03-2022,CITI,29-08-2025,3544057
5401684,435302,Indranil Rama,06-03-1988,213538,1558762,indranil.rama@gmail.com,Manipur,342023,20,7.7,20-08-2019,07-03-2022,IDBI,15-08-2039,1216739
5401685,495541,Sahil Saran,17-09-1984,372743,1019793,sahil.saran@gmail.com,Mizoram,760569,15,6.2,21-07-2020,21-03-2022,CANARA,18-07-2035,259224
5401686,418605,Tara Gade,27-04-1994,531864,1725794,tara.gade@gmail.com,Bihar,601566,5,7.7,20-08-2020,01-03-2022,PNB,19-08-2025,1124228
5401687,418638,Advik Batta,03-11-1982,177566,2011723,advik.batta@gmail.com,Manipur,717846,5,8,29-08-2019,21-03-2022,ICICI,27-08-2024,1293877
5401688,495138,Drishya Tara,21-11-1986,355396,2295470,drishya.tara@gmail.com,Tamil Nadu,655297,15,7.6,17-10-2020,15-03-2022,CITI,14-10-2035,1640173
5401689,570870,Sara Sem,23-03-1997,811761,3856553,sara.sem@gmail.com,Maharashtra,766192,10,6.5,02-07-2019,01-03-2022,ICICI,29-06-2029,3090361
5401690,569379,Madhup Seshadri,20-11-1983,443553,4943836,madhup.seshadri@gmail.com,Maharashtra,521740,15,7.4,18-05-2018,15-03-2022,IDBI,14-05-2033,4422096
5401691,495644,Riaan Reddy,14-01-1990,270536,2762640,riaan.reddy@gmail.com,Assam,340493,15,6,04-05-2019,01-03-2022,CANARA,30-04-2034,2422147
5401692,515824,Uthkarsh Rama,16-08-1992,169476,4211963,uthkarsh.rama@gmail.com,Bihar,796605,15,6.3,26-01-2019,15-03-2022,CITI,22-01-2034,3415358
5401693,409086,Mishti Lata,10-06-1982,895996,3049281,mishti.lata@gmail.com,Kerala,168376,15,7.3,15-09-2020,21-03-2022,SBI,12-09-2035,2880905
5401694,515641,Prisha Bhatia,11-05-1990,117906,1549242,prisha.bhatia@gmail.com,West Bengal,155713,20,6.1,25-03-2019,21-03-2022,IDBI,20-03-2039,1393529
5401695,493350,Lakshay Kata,02-12-1994,154463,1074477,lakshay.kata@gmail.com,Odisha,324500,20,6.3,23-08-2020,21-03-2022,ICICI,18-08-2040,749977
5401696,575634,Ela Bhandari,18-06-1985,238069,2532777,ela.bhandari@gmail.com,Nagaland,718652,15,5.9,15-05-2020,07-03-2022,HDFC,12-05-2035,1814125
5401697,588606,Yuvaan Chaudry,22-06-1983,863415,1926465,yuvaan.chaudry@gmail.com,Bihar,175688,15,7.1,05-09-2020,07-03-2022,PNB,02-09-2035,1750777
5401698,445804,Lakshit Hayer,30-11-1996,779840,1525497,lakshit.hayer@gmail.com,Nagaland,190455,5,6.6,14-07-2018,21-03-2022,SBI,13-07-2023,1335042
5401699,512095,Pari Borra,12-09-1987,852847,1409299,pari.borra@gmail.com,Tripura,180837,15,8.1,04-12-2020,07-03-2022,IDBI,01-12-2035,1228462
5401700,525911,Vritika Gulati,21-02-1996,705306,2813425,vritika.gulati@gmail.com,Arunachal Pradesh,584227,5,5.9,25-02-2019,07-03-2022,CANARA,24-02-2024,2229198
5401701,412739,Kimaya Mangat,08-10-1994,164731,3859340,kimaya.mangat@gmail.com,Himachal Pradesh,519573,5,7.2,26-11-2020,21-03-2022,CANARA,25-11-2025,3339767
5401702,476757,Kiara Taneja,08-03-1986,469139,2267711,kiara.taneja@gmail.com,Himachal Pradesh,199499,15,6.7,10-12-2019,15-03-2022,HDFC,06-12-2034,2068212
5401703,547069,Zoya Tailor,19-07-1982,365507,1886842,zoya.tailor@gmail.com,Punjab,458428,10,7.3,27-02-2020,21-03-2022,IDBI,24-02-2030,1428414
5401704,544757,Aarna Kumer,08-02-1992,317452,2355219,aarna.kumer@gmail.com,Andhra Pradesh,708520,20,6.7,03-08-2019,15-03-2022,AXIS,29-07-2039,1646699
5401705,406242,Alisha Loke,03-02-1985,411652,1702987,alisha.loke@gmail.com,Tripura,260951,10,7.9,06-02-2021,15-03-2022,ICICI,04-02-2031,1442036
5401706,502595,Khushi Wali,09-07-1983,566005,4701936,khushi.wali@gmail.com,Andhra Pradesh,322231,15,7.5,01-12-2020,15-03-2022,CITI,28-11-2035,4379705
5401707,431160,Vaibhav Dutta,11-02-1997,294458,3168032,vaibhav.dutta@gmail.com,Meghalaya,458640,5,6.8,05-12-2020,15-03-2022,CANARA,04-12-2025,2709392
5401708,432929,Ishaan Bhatnagar,10-10-1982,558748,2239365,ishaan.bhatnagar@gmail.com,Telangana,679568,15,7.6,27-09-2019,01-03-2022,AXIS,23-09-2034,1559797
5401709,411649,Prerak Kota,21-05-1992,254555,3739718,prerak.kota@gmail.com,Kerala,384720,5,6.9,15-05-2020,21-03-2022,SBI,14-05-2025,3354998
5401710,590520,Bhavin Tata,24-05-1996,541856,2532374,bhavin.tata@gmail.com,Tripura,715281,5,8,18-01-2021,01-03-2022,IDBI,17-01-2026,1817093
5401711,566937,Eshani Iyengar,27-06-1989,170080,4892875,eshani.iyengar@gmail.com,West Bengal,683031,15,6.5,14-01-2019,21-03-2022,HDFC,10-01-2034,4209844
5401712,578065,Madhav Sawhney,21-08-1992,857271,1359054,madhav.sawhney@gmail.com,Assam,613353,10,6.3,31-08-2018,21-03-2022,PNB,28-08-2028,745701
5401713,407106,Suhana Viswanathan,29-07-1996,736647,1411213,suhana.viswanathan@gmail.com,Uttarakhand,184650,20,6.6,22-01-2020,01-03-2022,IDBI,17-01-2040,1226563
5401714,404080,Kavya Chawla,27-03-1996,771121,3275526,kavya.chawla@gmail.com,Himachal Pradesh,667250,20,7.5,27-06-2019,01-03-2022,AXIS,22-06-2039,2608276
5401715,497048,Jivin Kuruvilla,15-05-1985,282267,2227592,jivin.kuruvilla@gmail.com,Madhya Pradesh,616016,5,5.9,07-05-2019,07-03-2022,PNB,05-05-2024,1611576
5401716,569957,Mahika Gandhi,09-07-1984,555426,4939746,mahika.gandhi@gmail.com,Rajasthan,314584,5,6.2,04-09-2018,15-03-2022,HDFC,03-09-2023,4625162
5401717,587718,Darshit Chanda,20-12-1988,479248,4731658,darshit.chanda@gmail.com,Haryana,682428,20,7.9,06-07-2019,07-03-2022,CANARA,01-07-2039,4049230
5401718,540629,Sahil Yogi,16-12-1992,463049,2868171,sahil.yogi@gmail.com,Karnataka,812544,15,6.1,30-07-2018,15-03-2022,HDFC,26-07-2033,2055627
5401719,451372,Vardaniya Dada,13-11-1990,865471,4584150,vardaniya.dada@gmail.com,Goa,782010,15,7.3,13-04-2021,01-03-2022,SBI,09-04-2036,3802140
5401720,515420,Emir Karpe,09-02-1985,113157,4446381,emir.karpe@gmail.com,Telangana,721966,5,6,26-03-2019,21-03-2022,ICICI,24-03-2024,3724415
5401721,409029,Zoya Kant,19-03-1983,969685,2861585,zoya.kant@gmail.com,Maharashtra,170308,15,7.2,28-01-2019,15-03-2022,IDBI,24-01-2034,2691277
5401722,528903,Anya Bobal,26-07-1995,154174,1280579,anya.bobal@gmail.com,Madhya Pradesh,583990,15,6.8,08-06-2018,07-03-2022,PNB,04-06-2033,696589
5401723,486463,Arnav Das,06-01-1996,872381,3334402,arnav.das@gmail.com,Andhra Pradesh,428667,20,7.7,09-05-2018,01-03-2022,CANARA,04-05-2038,2905735
5401724,553523,Akarsh Gulati,18-01-1993,697040,3678839,akarsh.gulati@gmail.com,Arunachal Pradesh,197630,20,7.3,04-12-2019,07-03-2022,PNB,29-11-2039,3481209
5401725,590041,Zara Barman,27-02-1986,421294,3567211,zara.barman@gmail.com,West Bengal,829458,10,7.1,10-04-2019,07-03-2022,ICICI,07-04-2029,2737753
5401726,502392,Yuvraj  Dhar,03-07-1994,737570,4581731,yuvraj.dhar@gmail.com,Telangana,427304,5,6.1,20-03-2020,01-03-2022,HDFC,19-03-2025,4154427
5401727,457715,Taimur Banerjee,21-12-1988,305360,4021291,taimur.banerjee@gmail.com,Arunachal Pradesh,680941,5,6.4,21-07-2019,07-03-2022,SBI,19-07-2024,3340350
5401728,544831,Abram Apte,30-08-1994,896686,4021081,abram.apte@gmail.com,Manipur,287761,10,6.2,10-03-2019,01-03-2022,PNB,07-03-2029,3733320
5401729,562380,Kimaya Basu,12-09-1985,821350,4703448,kimaya.basu@gmail.com,Karnataka,234198,15,5.8,11-08-2020,07-03-2022,HDFC,08-08-2035,4469250
5401730,489333,Mamooty Bhargava,01-06-1988,119467,3843957,mamooty.bhargava@gmail.com,Haryana,173691,5,6,22-04-2018,21-03-2022,CITI,21-04-2023,3670266
5401731,544653,Mannat Dhar,19-07-1994,752092,4558365,mannat.dhar@gmail.com,Andhra Pradesh,562595,10,7.1,29-12-2020,01-03-2022,AXIS,27-12-2030,3995770
5401732,452926,Adira Bhat,26-09-1995,492380,2118182,adira.bhat@gmail.com,Meghalaya,760506,15,8.1,21-05-2018,21-03-2022,SBI,17-05-2033,1357676
5401733,459779,Kabir Bali,23-04-1989,453744,2843260,kabir.bali@gmail.com,Jharkhand,610843,5,7.9,14-10-2018,15-03-2022,CITI,13-10-2023,2232417
5401734,528608,Mishti Gala,16-10-1985,888319,1455671,mishti.gala@gmail.com,Uttarakhand,530878,5,7.7,18-11-2020,07-03-2022,ICICI,17-11-2025,924793
5401735,529446,Divit Thakkar,16-03-1986,507272,3609915,divit.thakkar@gmail.com,Arunachal Pradesh,339831,15,7.7,14-01-2021,21-03-2022,PNB,11-01-2036,3270084
5401736,578145,Armaan Dhaliwal,25-10-1991,366345,3298488,armaan.dhaliwal@gmail.com,Tamil Nadu,706696,10,5.9,28-03-2021,21-03-2022,PNB,26-03-2031,2591792
5401737,559372,Jiya Ramakrishnan,25-10-1986,769686,2245593,jiya.ramakrishnan@gmail.com,Uttar Pradesh,640565,5,6.2,05-06-2020,01-03-2022,IDBI,04-06-2025,1605028
5401738,515480,Eva Sahota,04-05-1983,214167,3492377,eva.sahota@gmail.com,Jharkhand,239869,5,7.5,31-08-2019,07-03-2022,CITI,29-08-2024,3252508
5401739,593162,Shamik Sankaran,18-07-1984,368813,1158251,shamik.sankaran@gmail.com,Bihar,766158,10,7,08-09-2019,15-03-2022,ICICI,05-09-2029,392093
5401740,408758,Jiya Loyal,19-02-1987,957764,1907736,jiya.loyal@gmail.com,Sikkim,390960,10,8,23-01-2020,01-03-2022,HDFC,20-01-2030,1516776
5401741,482294,Dharmajan Ben,01-03-1986,477530,4987525,dharmajan.ben@gmail.com,Bihar,766389,10,7.6,25-12-2019,07-03-2022,HDFC,22-12-2029,4221136
5401742,530523,Bhamini Bhatt,03-10-1996,500591,1190935,bhamini.bhatt@gmail.com,Punjab,239041,20,6.8,10-01-2019,01-03-2022,IDBI,05-01-2039,951894
5401743,445240,Devansh Andra,02-03-1984,768322,1641222,devansh.andra@gmail.com,Manipur,154828,10,6.9,02-12-2020,01-03-2022,AXIS,30-11-2030,1486394
5401744,437652,Yakshit Sandal,01-08-1996,621395,1978350,yakshit.sandal@gmail.com,Tripura,154554,15,7.9,27-04-2019,21-03-2022,IDBI,23-04-2034,1823796
5401745,571123,Nishith Gandhi,25-08-1995,346323,4788414,nishith.gandhi@gmail.com,Manipur,752528,10,6.5,22-08-2020,01-03-2022,HDFC,20-08-2030,4035886
5401746,402661,Aniruddh Gill,26-01-1991,472045,2312210,aniruddh.gill@gmail.com,Jharkhand,408071,20,6.4,16-10-2018,01-03-2022,HDFC,11-10-2038,1904139
5401747,513676,Suhana Sachdeva,16-08-1992,300086,4980911,suhana.sachdeva@gmail.com,Rajasthan,311681,10,6.5,12-01-2021,07-03-2022,AXIS,10-01-2031,4669230
5401748,410417,Vihaan Shukla,02-01-1985,624305,2629185,vihaan.shukla@gmail.com,Manipur,397905,20,7.3,17-09-2018,15-03-2022,HDFC,12-09-2038,2231280
5401749,472164,Mehul Dugar,15-07-1983,756123,4263398,mehul.dugar@gmail.com,Himachal Pradesh,519397,15,8.1,04-05-2019,21-03-2022,IDBI,30-04-2034,3744001
5401750,597510,Charvi Dasgupta,03-08-1994,880051,3233186,charvi.dasgupta@gmail.com,Karnataka,593043,20,7.2,27-06-2020,01-03-2022,HDFC,22-06-2040,2640143
5401751,424362,Jayant Shan,11-03-1991,848495,2702110,jayant.shan@gmail.com,Maharashtra,166943,5,6.7,28-02-2019,21-03-2022,ICICI,27-02-2024,2535167
5401752,492779,Baiju Balasubramanian,05-11-1993,877402,2593924,baiju.balasubramanian@gmail.com,Punjab,710117,5,6.2,15-01-2020,15-03-2022,HDFC,13-01-2025,1883807
5401753,527011,Badal Sahota,02-05-1993,982199,4178176,badal.sahota@gmail.com,Gujarat,735451,5,6.8,05-10-2020,07-03-2022,ICICI,04-10-2025,3442725
5401754,417428,Umang Dora,17-02-1983,608074,1331344,umang.dora@gmail.com,Karnataka,170606,5,7.9,25-02-2020,07-03-2022,HDFC,23-02-2025,1160738
5401755,481498,Devansh Khosla,02-10-1992,209382,2647469,devansh.khosla@gmail.com,Gujarat,350362,15,7.1,12-06-2019,07-03-2022,SBI,08-06-2034,2297107
5401756,419428,Jivika Walia,17-06-1984,423802,3287692,jivika.walia@gmail.com,Gujarat,561319,5,5.9,30-08-2019,15-03-2022,AXIS,28-08-2024,2726373
5401757,533608,Anya Tara,22-08-1990,689515,1078347,anya.tara@gmail.com,Bihar,585132,5,6.8,25-12-2020,21-03-2022,AXIS,24-12-2025,493215
5401758,443964,Rhea Bhat,13-04-1990,459432,2451712,rhea.bhat@gmail.com,Himachal Pradesh,695407,15,6.1,29-08-2019,01-03-2022,SBI,25-08-2034,1756305
5401759,555657,Riaan Balan,01-03-1991,522201,2785738,riaan.balan@gmail.com,Uttarakhand,428948,15,7.1,08-05-2019,07-03-2022,ICICI,04-05-2034,2356790
5401760,505579,Ojas Biswas,10-09-1989,642459,2412757,ojas.biswas@gmail.com,Uttarakhand,257330,20,7.2,03-09-2020,21-03-2022,HDFC,29-08-2040,2155427
5401761,455046,Veer Desai,12-10-1983,797424,2427234,veer.desai@gmail.com,West Bengal,171180,10,5.8,14-10-2019,01-03-2022,CANARA,11-10-2029,2256054
5401762,545506,Samaira Sodhi,05-09-1986,210291,2841820,samaira.sodhi@gmail.com,Manipur,446304,20,6.4,06-05-2020,21-03-2022,CANARA,01-05-2040,2395516
5401763,448306,Ojas Das,12-03-1990,129403,3211352,ojas.das@gmail.com,Odisha,153826,5,6.2,18-12-2020,01-03-2022,ICICI,17-12-2025,3057526
5401764,597524,Inaaya  Chopra,01-09-1983,424250,2851057,inaaya.chopra@gmail.com,Rajasthan,482331,10,7.4,18-04-2020,01-03-2022,HDFC,16-04-2030,2368726
5401765,580595,Zaina Ramaswamy,18-02-1986,816670,1060188,zaina.ramaswamy@gmail.com,Karnataka,162376,10,6,27-10-2020,15-03-2022,PNB,25-10-2030,897812
5401766,594222,Eshani Keer,01-10-1992,214522,2528284,eshani.keer@gmail.com,West Bengal,739706,5,5.9,12-10-2019,21-03-2022,CANARA,10-10-2024,1788578
5401767,514848,Baiju Saran,28-06-1989,620611,2071024,baiju.saran@gmail.com,Bihar,343690,20,6.9,16-02-2019,07-03-2022,CITI,11-02-2039,1727334
5401768,453406,Anvi Borra,23-06-1983,912584,4717000,anvi.borra@gmail.com,Jharkhand,504658,5,5.8,02-04-2020,07-03-2022,ICICI,01-04-2025,4212342
5401769,557999,Bhavin Chandran,13-09-1993,353156,1827898,bhavin.chandran@gmail.com,Punjab,474413,20,7.6,10-02-2020,15-03-2022,AXIS,05-02-2040,1353485
5401770,557093,Vedika Buch,25-04-1988,268922,2148368,vedika.buch@gmail.com,Madhya Pradesh,719721,10,7,28-06-2019,21-03-2022,ICICI,25-06-2029,1428647
5401771,463984,Suhana Kashyap,18-04-1993,118511,2922981,suhana.kashyap@gmail.com,Odisha,798078,15,7.9,29-08-2019,01-03-2022,SBI,25-08-2034,2124903
5401772,566023,Krish Ganesh,24-03-1986,362855,4245009,krish.ganesh@gmail.com,Bihar,670907,15,6.3,29-11-2018,01-03-2022,CITI,25-11-2033,3574102
5401773,483191,Azad Gala,13-03-1987,741597,3669572,azad.gala@gmail.com,Madhya Pradesh,178279,20,7.6,22-04-2020,15-03-2022,CANARA,17-04-2040,3491293
5401774,471174,Lavanya Khalsa,10-01-1996,569772,4525768,lavanya.khalsa@gmail.com,Rajasthan,492771,10,7.2,14-05-2020,07-03-2022,AXIS,12-05-2030,4032997
5401775,543801,Nirvaan Devan,25-05-1986,406227,1798595,nirvaan.devan@gmail.com,Maharashtra,488358,5,6.5,25-01-2020,07-03-2022,CITI,23-01-2025,1310237
5401776,543432,Prerak Dhaliwal,22-08-1985,560633,3859981,prerak.dhaliwal@gmail.com,Odisha,152051,10,8,16-08-2018,01-03-2022,CANARA,13-08-2028,3707930
5401777,442586,Akarsh Dhar,13-12-1995,388189,2161591,akarsh.dhar@gmail.com,Uttar Pradesh,187368,15,7.8,23-12-2018,07-03-2022,CANARA,19-12-2033,1974223
5401778,508988,Zara Subramanian,08-09-1995,415009,2507512,zara.subramanian@gmail.com,Kerala,585918,10,6.2,04-09-2018,07-03-2022,PNB,01-09-2028,1921594
5401779,479266,Rhea Iyer,03-12-1983,520482,2223160,rhea.iyer@gmail.com,Maharashtra,601295,5,6.6,12-03-2019,21-03-2022,CANARA,10-03-2024,1621865
5401780,501267,Urvi Saraf,10-04-1990,513809,4262945,urvi.saraf@gmail.com,Chhattisgarh,517140,5,6.9,10-10-2019,01-03-2022,IDBI,08-10-2024,3745805
5401781,504886,Krish Dass,14-08-1994,383370,4632457,krish.dass@gmail.com,Sikkim,490209,10,6,17-12-2018,21-03-2022,HDFC,14-12-2028,4142248
5401782,411840,Neelofar Sami,18-09-1983,136119,1434054,neelofar.sami@gmail.com,Uttarakhand,549176,10,6.6,16-08-2018,07-03-2022,ICICI,13-08-2028,884878
5401783,563191,Akarsh Jha,21-06-1991,558094,3942290,akarsh.jha@gmail.com,Uttar Pradesh,512950,20,7.5,23-08-2020,01-03-2022,SBI,18-08-2040,3429340
5401784,508506,Yakshit Grover,19-06-1987,376460,2950572,yakshit.grover@gmail.com,Nagaland,333138,10,6.1,27-05-2019,01-03-2022,SBI,24-05-2029,2617434
5401785,513202,Veer Comar,23-01-1992,674248,1627016,veer.comar@gmail.com,Sikkim,791253,20,6.4,09-12-2019,01-03-2022,IDBI,04-12-2039,835763
5401786,580438,Yuvraj  Halder,15-03-1983,380966,3668695,yuvraj.halder@gmail.com,Maharashtra,738703,5,6.8,11-03-2020,01-03-2022,ICICI,10-03-2025,2929992
5401787,561609,Devansh Choudhary,05-02-1990,114308,3922156,devansh.choudhary@gmail.com,Tripura,753206,15,7.5,21-02-2019,15-03-2022,PNB,17-02-2034,3168950
5401788,418602,Dhanush Kade,11-10-1989,656130,1546544,dhanush.kade@gmail.com,Chhattisgarh,489462,10,7.7,05-06-2018,07-03-2022,ICICI,02-06-2028,1057082
5401789,465941,Shayak Gole,31-10-1982,708988,4779991,shayak.gole@gmail.com,Karnataka,279458,20,7.1,13-04-2019,15-03-2022,AXIS,08-04-2039,4500533
5401790,484470,Pari Varty,06-01-1997,373786,2202231,pari.varty@gmail.com,Madhya Pradesh,373568,5,8,30-03-2020,07-03-2022,CANARA,29-03-2025,1828663
5401791,586766,Damini Babu,01-02-1994,496908,1653486,damini.babu@gmail.com,Assam,266839,10,6.3,06-03-2019,07-03-2022,ICICI,03-03-2029,1386647
5401792,588524,Badal Rajagopal,22-12-1993,343050,1865917,badal.rajagopal@gmail.com,Arunachal Pradesh,811883,10,7,06-03-2021,07-03-2022,SBI,04-03-2031,1054034
5401793,446252,Aaina Subramanian,27-10-1990,415420,4488976,aaina.subramanian@gmail.com,Bihar,223896,5,8.1,21-03-2019,01-03-2022,SBI,19-03-2024,4265080
5401794,580023,Ahana  Mangat,05-04-1997,679166,1977089,ahana.mangat@gmail.com,Tamil Nadu,205161,15,7,03-07-2019,15-03-2022,CANARA,29-06-2034,1771928
5401795,438971,Mishti Balay,25-12-1983,255680,4133363,mishti.balay@gmail.com,Himachal Pradesh,518818,20,7.2,17-08-2019,01-03-2022,CITI,12-08-2039,3614545
5401796,511093,Abram Balasubramanian,28-08-1994,832631,4151733,abram.balasubramanian@gmail.com,Uttar Pradesh,570766,5,7.4,22-01-2019,07-03-2022,AXIS,21-01-2024,3580967
5401797,407258,Parinaaz Shukla,01-03-1994,818104,2907446,parinaaz.shukla@gmail.com,Madhya Pradesh,528968,10,6.1,23-03-2020,15-03-2022,AXIS,21-03-2030,2378478
5401798,590821,Indranil Chakraborty,05-05-1991,895773,3484396,indranil.chakraborty@gmail.com,Gujarat,759751,10,6.3,24-06-2018,01-03-2022,CITI,21-06-2028,2724645
5401799,559403,Kabir Garg,18-02-1989,249049,2221443,kabir.garg@gmail.com,Jharkhand,737298,20,6.6,12-08-2018,07-03-2022,IDBI,07-08-2038,1484145
5401800,520700,Keya Bhattacharyya,19-03-1987,549698,3067377,keya.bhattacharyya@gmail.com,Uttarakhand,545298,5,5.8,21-06-2018,01-03-2022,CITI,20-06-2023,2522079
5401801,406912,Samaira Mander,31-05-1989,602570,4203820,samaira.mander@gmail.com,Himachal Pradesh,174527,10,7.4,01-03-2021,01-03-2022,CITI,27-02-2031,4029293
5401802,452921,Prisha Sagar,05-11-1991,887869,2983010,prisha.sagar@gmail.com,Karnataka,368604,5,7.9,07-12-2018,01-03-2022,CITI,06-12-2023,2614406
5401803,558131,Eva Dugar,23-04-1987,836682,1709394,eva.dugar@gmail.com,Madhya Pradesh,651054,10,6.7,13-05-2019,21-03-2022,PNB,10-05-2029,1058340
5401804,563029,Shalv Sampath,24-06-1995,700570,2752585,shalv.sampath@gmail.com,Jharkhand,742089,10,6.2,07-03-2020,21-03-2022,ICICI,05-03-2030,2010496
5401805,579623,Ishaan Dalal,03-12-1986,309551,1296904,ishaan.dalal@gmail.com,Meghalaya,718943,10,6.4,02-03-2020,01-03-2022,PNB,28-02-2030,577961
5401806,525970,Diya Singh,23-01-1993,881146,1935410,diya.singh@gmail.com,Gujarat,820683,5,6.5,17-05-2018,01-03-2022,IDBI,16-05-2023,1114727
5401807,509681,Suhana Virk,25-01-1984,748397,4668572,suhana.virk@gmail.com,Tamil Nadu,592713,15,7,04-12-2019,07-03-2022,CITI,30-11-2034,4075859
5401808,505971,Reyansh Golla,18-01-1992,348104,1332692,reyansh.golla@gmail.com,Himachal Pradesh,513447,10,7.8,22-02-2020,21-03-2022,ICICI,19-02-2030,819245
5401809,474044,Ojas Sane,08-10-1985,184619,2209725,ojas.sane@gmail.com,Kerala,736344,15,8.1,24-06-2018,21-03-2022,PNB,20-06-2033,1473381
5401810,434409,Darshit Warrior,20-02-1986,160822,4056005,darshit.warrior@gmail.com,Haryana,180271,5,7,08-08-2018,07-03-2022,SBI,07-08-2023,3875734
5401811,429115,Kismat Dubey,16-06-1992,776120,1372363,kismat.dubey@gmail.com,Telangana,580975,10,6.5,27-04-2019,01-03-2022,CANARA,24-04-2029,791388
5401812,440402,Bhamini Balasubramanian,25-11-1982,964632,2768833,bhamini.balasubramanian@gmail.com,Chhattisgarh,528636,15,7.7,28-08-2019,07-03-2022,AXIS,24-08-2034,2240197
5401813,538199,Ritvik Apte,11-12-1987,303933,3893382,ritvik.apte@gmail.com,Rajasthan,440940,5,5.8,02-02-2020,21-03-2022,CITI,31-01-2025,3452442
5401814,596874,Ranbir Baria,05-06-1985,966348,3123937,ranbir.baria@gmail.com,Madhya Pradesh,455861,5,6.6,01-04-2021,01-03-2022,CITI,31-03-2026,2668076
5401815,467982,Aaina Singhal,19-04-1988,354480,4146044,aaina.singhal@gmail.com,Meghalaya,181910,20,7.6,07-02-2020,01-03-2022,PNB,02-02-2040,3964134
5401816,451909,Shalv Sant,30-04-1987,415582,4781860,shalv.sant@gmail.com,Meghalaya,360994,15,6.1,03-01-2020,01-03-2022,CITI,30-12-2034,4420866
5401817,421421,Raunak Yadav,25-06-1983,441418,4535756,raunak.yadav@gmail.com,West Bengal,529309,10,6.4,19-11-2019,21-03-2022,CITI,16-11-2029,4006447
5401818,414428,Nirvi Choudhary,29-10-1988,800905,3552440,nirvi.choudhary@gmail.com,Himachal Pradesh,330490,5,7,09-11-2019,21-03-2022,HDFC,07-11-2024,3221950
5401819,556140,Oorja Mall,29-07-1990,234817,1593375,oorja.mall@gmail.com,Bihar,481906,20,8.1,23-10-2018,21-03-2022,ICICI,18-10-2038,1111469
5401820,464555,Vidur Rattan,24-11-1995,546043,4154708,vidur.rattan@gmail.com,Sikkim,546541,15,7.8,18-02-2019,15-03-2022,CITI,14-02-2034,3608167
5401821,455966,Krish Koshy,30-11-1995,984106,4848307,krish.koshy@gmail.com,Sikkim,755114,5,6.9,04-04-2021,07-03-2022,HDFC,03-04-2026,4093193
5401822,422188,Mishti Kapur,27-02-1992,152340,3610595,mishti.kapur@gmail.com,Haryana,485682,10,6.9,28-05-2018,15-03-2022,AXIS,25-05-2028,3124913
5401823,568996,Amira Yohannan,03-03-1992,558247,2876497,amira.yohannan@gmail.com,Tamil Nadu,692691,15,7.8,10-08-2020,01-03-2022,CITI,07-08-2035,2183806
5401824,533253,Shalv Boase,11-10-1984,959716,4540534,shalv.boase@gmail.com,Andhra Pradesh,655660,5,6.4,13-10-2019,01-03-2022,PNB,11-10-2024,3884874
5401825,423513,Amani Sekhon,18-06-1986,425105,1439262,amani.sekhon@gmail.com,Uttarakhand,386417,10,8,27-11-2019,07-03-2022,ICICI,24-11-2029,1052845
5401826,469466,Fateh Dass,09-10-1982,561205,3023905,fateh.dass@gmail.com,West Bengal,430831,10,7.8,13-07-2020,21-03-2022,CITI,11-07-2030,2593074
5401827,442189,Darshit Basu,28-02-1990,419184,3272507,darshit.basu@gmail.com,Tamil Nadu,592490,20,7.8,20-01-2020,01-03-2022,ICICI,15-01-2040,2680017
